Gene_set	Term	Overlap	P-value	Adjusted P-value	Genes
CUSTOM140674733480768	Scavenging by Class B Receptors	6/6			SSC5D;SCARB1;CD36;APOA1;SAA1;APOB
CUSTOM140674733480768	Scavenging by Class F Receptors	6/7			SCARF1;HYOU1;CALR;HSP90AA1;HSPH1;APOB
CUSTOM140674733480768	Scavenging by Class H Receptors	4/4			STAB1;STAB2;SPARC;APOB
CUSTOM140674733480768	Scavenging of heme from plasma	12/92			ALB;APOL1;APOA1;AMBP;HP;CD163;HBA1;HBB;HPX;JCHAIN;LRP1;HPR
CUSTOM140674733480768	Sealing of the nuclear envelope (NE) by ESCRT-III	31/32			TUBB8;TUBAL3;TUBA1A;TUBB1;TUBB2B;TUBB3;CHMP2B;TUBA4A;CHMP4C;TUBB4B;CHMP6;TUBA3D;TUBA1B;CHMP2A;TUBB6;CHMP3;TUBB4A;CHMP7;TUBA4B;SPAST;TUBA3C;VPS4A;TUBA8;TUBA3E;CC2D1B;TUBB2A;CHMP4A;IST1;LEMD2;CHMP4B;TUBA1C
CUSTOM140674733480768	Selective autophagy	58/62			MFN1;UBE2N;TOMM6;DYNLL1;TOMM22;RPS27A;PCNT;HSF1;ARL13B;ULK1;TOMM40;CSNK2A1;EPAS1;MAP1LC3A;FUNDC1;CFTR;CSNK2A2;PRKAA2;DYNLL2;PRKAG2;TOMM5;TOMM7;USP30;SQSTM1;NBR1;DYNC1H1;PARK7;MTERF3;TOMM20;SRC;DYNC1LI2;PEX5;DYNC1LI1;HSPA8;PRKAB1;PRKAB2;ATM;UBE2V1;PLIN3;UBB;ATG12;CSNK2B;HSP90AA1;PRKAG1;HDAC6;UBA52;MAP1LC3B;TOMM70;PLIN2;PINK1;ATG5;DYNC1I1;DYNC1I2;PGAM5;VDAC1;VCP;IFT88;MFN2
CUSTOM140674733480768	Selenoamino acid metabolism	105/122			RPS3A;RPL15;RPS5;RPS14;RPS21;RPS7;RPS8;RPL22L1;RPL27A;RPL9;EEFSEC;RPLP0;HNMT;FAU;RPL31;RPS11;RPL17;RPL23;RPS28;RPL26L1;AIMP1;UBA52;AHCY;RPLP2;RPL23A;RPS29;RPS23;PAPSS2;RPL4;RPS27;AIMP2;RPL19;RPL18A;RPS20;RPS25;RPL39;RPL14;RPS27L;RPL22;RPS3;RPL28;RPS15A;RPL10A;RPS10;RPS4X;SCLY;RPL8;RPL7;RPL35A;RPL32;RPL13;RPS13;RPS16;RPS27A;RPS4Y2;RPL36;RPS2;RPL37;RPL12;RPL10;CBS;RPS19;RPSA;EEF1E1;RPL3;RPL29;RPL35;RPL36AL;RPS6;RPL11;RPL30;TXNRD1;RPL34;RPL5;RPS15;RPL13A;RPS9;GSR;RPL6;RPS26;RPL24;PAPSS1;RPS12;RPL21;INMT;RPL18;RPS18;RPL10L;SECISBP2;NNMT;RPL3L;RPL27;MAT1A;RPL36A;RPL7A;RPS24;RPL26;RPS4Y1;RPS17;RPL37A;SEPHS2;RPLP1;SEPSECS;CTH;RPL38
CUSTOM140674733480768	Selenocysteine synthesis	90/98			RPS3A;RPL15;RPS5;RPS14;RPS21;RPS7;RPS8;RPL22L1;RPL27A;RPL9;EEFSEC;RPLP0;FAU;RPL31;RPS11;RPL17;RPL23;RPS28;RPL26L1;UBA52;RPLP2;RPL23A;RPS29;RPS23;RPL4;RPS27;RPL19;RPL18A;RPS20;RPS25;RPL39;RPL14;RPS27L;RPL22;RPS3;RPL28;RPS15A;RPL10A;RPS10;RPS4X;RPL8;RPL7;RPL35A;RPL32;RPL13;RPS13;RPS16;RPS27A;RPS4Y2;RPL36;RPS2;RPL37;RPL12;RPL10;RPS19;RPSA;RPL3;RPL29;RPL35;RPL36AL;RPS6;RPL11;RPL30;RPL34;RPL5;RPS15;RPL13A;RPS9;RPL6;RPS26;RPL24;RPS12;RPL21;RPL18;RPS18;RPL10L;SECISBP2;RPL3L;RPL27;RPL36A;RPL7A;RPS24;RPL26;RPS4Y1;RPS17;RPL37A;SEPHS2;RPLP1;SEPSECS;RPL38
CUSTOM140674733480768	Sema3A PAK dependent Axon repulsion	16/16			PAK3;PAK2;SEMA3A;PLXNA3;PLXNA4;NRP1;RAC1;LIMK1;PLXNA2;FES;CFL1;FYN;HSP90AA1;PLXNA1;HSP90AB1;PAK1
CUSTOM140674733480768	Sema4D in semaphorin signaling	23/24			ROCK1;RHOB;ERBB2;RHOC;MYL6;PLXNB1;ROCK2;MYH9;SEMA4D;MYH10;MET;LIMK1;MYL9;LIMK2;ARHGEF11;RHOA;MYH14;ARHGEF12;RAC1;RRAS;MYH11;ARHGAP35;MYL12B
CUSTOM140674733480768	Sema4D induced cell migration and growth-cone collapse	19/20			ROCK1;RHOB;ERBB2;RHOC;MYL6;PLXNB1;ROCK2;MYH9;SEMA4D;MYH10;LIMK1;MYL9;LIMK2;ARHGEF11;RHOA;MYH14;ARHGEF12;MYH11;MYL12B
CUSTOM140674733480768	Sema4D mediated inhibition of cell attachment and migration	7/8			MET;PLXNB1;RAC1;RRAS;ARHGAP35;RHOA;SEMA4D
CUSTOM140674733480768	Semaphorin interactions	63/64			PLXNB3;ROCK1;SEMA6A;CD72;CDK5R1;PLXNA2;RHOB;CDK5;DPYSL3;FES;ERBB2;RHOC;SEMA7A;HSP90AB1;MYL6;PLXND1;ITGB1;SEMA6D;TLN1;PLXNB1;GSK3B;ITGA1;ROCK2;MYH9;SEMA4D;MYH10;PAK3;MET;FARP2;PLXNA4;NRP1;CRMP1;LIMK1;MYL9;FYN;HSP90AA1;LIMK2;ARHGEF11;RHOA;PAK1;SEMA4A;DPYSL5;SEMA3E;TREM2;PAK2;MYH14;PIP5K1C;PLXNA3;PTPRC;SEMA3A;ARHGEF12;RAC1;RRAS;DPYSL4;MYH11;TYROBP;ARHGAP35;CFL1;PLXNC1;PLXNA1;SEMA5A;MYL12B;DPYSL2
CUSTOM140674733480768	Senescence-Associated Secretory Phenotype (SASP)	48/82			ANAPC15;EHMT1;ANAPC10;CDKN2C;CDC26;CDC16;RPS27A;H2AFX;UBE2E1;ANAPC7;ANAPC5;RPS6KA3;UBE2C;RELA;MAPK1;CDK4;CDKN1A;CDKN1B;UBE2S;CCNA2;MAPK3;ANAPC16;FZR1;FOS;CDC23;ANAPC1;EHMT2;CDK6;CXCL8;CDKN2A;RPS6KA1;IGFBP7;ANAPC11;CDK2;ANAPC2;CDKN2B;UBB;CEBPB;CDKN2D;UBA52;RPS6KA2;JUN;UBE2D1;MAPK7;STAT3;NFKB1;CDC27;ANAPC4
CUSTOM140674733480768	Sensing of DNA Double Strand Breaks	6/6			RAD50;ATM;KPNA2;KAT5;MRE11;NBN
CUSTOM140674733480768	Separation of Sister Chromatids	164/172			PSMB9;CDCA8;SGO1;CKAP5;PSMD11;ANAPC7;PSMA5;PSMB4;RANGAP1;DYNLL2;PSMB10;KNTC1;CENPI;ZWILCH;PSMC6;CENPC;BUB1B;DYNC1H1;CENPQ;AURKB;CENPP;SMC1A;DYNC1LI2;PSMB11;SPDL1;SPC25;PMF1;ANAPC2;NDC80;MAD1L1;PSME1;UBA52;WAPL;PSMA8;PSMA3;SPC24;PSMB6;CENPN;CLIP1;NDEL1;UBE2D1;PSMB5;CENPK;PSMB2;CENPH;CDC16;PSMD12;RPS27;PSMD10;STAG1;PPP2R5E;PSMB3;NUP37;MAD2L1;NUP133;PSMC3;PSME2;SGO2;AHCTF1;PSMA2;DYNC1LI1;PSMD14;ANAPC11;PSMD3;HDAC8;UBB;CLASP2;PSMD7;PSMB8;BUB3;PSMC5;PLK1;ANAPC4;CDCA5;PPP2R5C;KNL1;ANAPC15;RPS27A;SEC13;UBE2E1;PSMA4;ANAPC5;PPP1CC;PSMA7;CENPF;BIRC5;PSMA1;UBE2C;PPP2R1B;UBE2S;MIS12;KIF18A;B9D2;SEH1L;NDE1;SKA2;PDS5A;NUP85;CDC23;ANAPC1;PSMD4;PSMD5;PPP2R5D;RCC2;PSMD1;CENPL;NSL1;NUP107;PSMC2;CENPM;CENPE;DSN1;ZWINT;PSMF1;ZW10;DYNC1I1;DYNC1I2;PSME3;MAPRE1;RAD21;PTTG1;PSMD13;PPP2R5A;CLASP1;ANAPC10;CDC26;DYNLL1;NUP43;PSMD8;PSMC1;INCENP;SMC3;CDC20;PSMD6;SKA1;PSMA6;TAOK1;RANBP2;ANAPC16;PPP2R5B;CENPO;PSMD9;XPO1;PSMC4;NUDC;PPP2R1A;CENPU;BUB1;KIF2A;PAFAH1B1;PSME4;ERCC6L;PDS5B;PPP2CB;KIF2C;PSMB1;STAG2;NUF2;PSMD2;PSMB7;CDC27;NUP98;NUP160;PPP2CA
CUSTOM140674733480768	Serine biosynthesis	8/9			SERINC1;SRR;SERINC3;PHGDH;PSPH;SERINC5;PSAT1;SERINC2
CUSTOM140674733480768	Serotonin Neurotransmitter Release Cycle	16/18			PPFIA2;PPFIA1;STXBP1;RIMS1;RAB3A;SYN2;PPFIA3;SYN1;UNC13B;SYN3;SYT1;CPLX1;SNAP25;PPFIA4;VAMP2;STX1A
CUSTOM140674733480768	Serotonin and melatonin biosynthesis	2/5			DDC;TPH1
CUSTOM140674733480768	Serotonin clearance from the synaptic cleft	3/3			MAOA;ALDH2;SLC6A4
CUSTOM140674733480768	Serotonin receptors	1/12			HTR2A
CUSTOM140674733480768	Severe congenital neutropenia type 4 (G6PC3)	1/1			G6PC3
CUSTOM140674733480768	Sialic acid metabolism	22/33			ST8SIA3;NPL;ST3GAL6;GLB1;ST3GAL4;CTSA;ST6GALNAC3;ST6GALNAC6;NANP;ST6GAL1;GNE;NEU3;ST3GAL5;CMAS;ST3GAL2;ST3GAL1;NEU1;ST6GALNAC1;SLC17A5;NANS;SLC35A1;ST8SIA4
